word,pred_seed42,gold_segmentation,source,sentence,pred_seed123,pred_seed456,correct_seed42,correct_seed123,correct_seed456
İstanbul'da,İstanbul + 'da,İstanbul + da,İstanbul,"İstanbul'da yılın ortalama sıcaklığı 13,7 derecedir.",İstanbul + 'da,İstanbul + 'da,0,0,0
yılın,yıl + ın,yıl + ın,İstanbul,"İstanbul'da yılın ortalama sıcaklığı 13,7 derecedir.",yıl + ın,yıl + ın,1,1,1
ortalama,ortalama,orta + la + ma,İstanbul,"İstanbul'da yılın ortalama sıcaklığı 13,7 derecedir.",ortalama,ortalama,0,0,0
sıcaklığı,sıcaklık + ı,sıcak + lış + ı,İstanbul,"İstanbul'da yılın ortalama sıcaklığı 13,7 derecedir.",sıcaklığ + ı,sıcaklığ + ı,0,0,0
derecedir,derece + dir,derece + dir,İstanbul,"İstanbul'da yılın ortalama sıcaklığı 13,7 derecedir.",derece + dir,derece + dir,1,1,1
Nüfus,Nüfus,Nüfus,İstanbul,Nüfus yapısı İstanbul'un şehir yapısı ve şekli sürekli değişmektedir.,Nüfus,Nüfus,1,1,1
yapısı,yapı + sı,yapı + sı,İstanbul,Nüfus yapısı İstanbul'un şehir yapısı ve şekli sürekli değişmektedir.,yapı + sı,yapı + sı,1,1,1
şehir,şehir,şehir,İstanbul,Nüfus yapısı İstanbul'un şehir yapısı ve şekli sürekli değişmektedir.,şehir,şehir,1,1,1
şekli,şek + li,şekil + i,İstanbul,Nüfus yapısı İstanbul'un şehir yapısı ve şekli sürekli değişmektedir.,şek + li,şek + li,0,0,0
sürekli,sürekli,süre + k + li,İstanbul,Nüfus yapısı İstanbul'un şehir yapısı ve şekli sürekli değişmektedir.,sürekli,sürekli,0,0,0
değişmektedir,değiş + mektedir,değiş + mek+ te + dir,İstanbul,Nüfus yapısı İstanbul'un şehir yapısı ve şekli sürekli değişmektedir.,değiş + mektedir,değiş + mektedir,0,0,0
Ayrıca,Ayrıca,ayrı + ca,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,Ayrıca,Ayrıca,0,0,0
içinde,iç + inde,iç + i + n + de,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,iç + inde,iç + inde,0,0,0
yaygın,yaygın,yay + gın,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,yaygın,yaygın,0,0,0
başıboş,başıboş,başıboş,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,başıboş,başıboş,1,1,1
sokak,sokak,sokak,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,sokak,sokak,1,1,1
kedileri,kedi + leri,kedi + ler + i,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,kedi + leri,kedi + leri,0,0,0
köpekleriyle,köpek + leriyle,köpek + ler + i + yle,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,köpek + leriyle,köpek + leriyle,0,0,0
karşılaşılabilir,karşılaş + ılabilir,karşı + laş + ıl + a + bil + ir,İstanbul,Ayrıca kent içinde yaygın olarak başıboş sokak kedileri ve köpekleriyle karşılaşılabilir.,karşılaş + ılabilir,karşılaş + ılabilir,0,0,0
verilerine,veri + lerine,ver+ i + ler + i + ne,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",veri + lerine,veri + lerine,0,0,0
çevreyi,çevre + yi,çevre + yi,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",çevre + yi,çevre + yi,1,1,1
deniz,deniz,deniz,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",deniz,de + niz,1,1,0
gürültü,gürültü,gür + ül + tü,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",gürültü,gürültü,0,0,0
kategorilerinde,kategori + lerinde,kategori + ler + in + de,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",kategori + lerinde,kategori + lerinde,0,0,0
Türkiye'de,Türkiye + 'de,Türkiye + de,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",Türkiye + 'de,Türkiye + 'de,0,0,0
fazla,fazla,fazla,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",fazla,faz + la,1,1,0
kirleten,kirlet + en,kir + let + en,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",kirlet + en,kirlet + en,0,0,0
İstanbul'dur,İstanbul + 'dur,İstanbul + dur,İstanbul,"2004 yılı verilerine göre çevreyi deniz, gürültü ve hava kategorilerinde, Türkiye'de çevreyi en fazla kirleten il İstanbul'dur.",İstanbul + 'dur,İstanbul + 'dur,0,0,0
Şehirdeki,şehir + deki,şehir + de + ki,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",Şehir + deki,Şehir + deki,0,0,0
yüksek,yüksek,yüksek,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",yüksek,yüksek,1,1,1
nokta,nokta,nokta,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",nokta,nokta,1,1,1
sırasıyla,sıra + sıyla,sıra + sı + y + la,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",sıra + sıyla,sıra + sıyla,0,0,0
metrelik,metrelik,metr + e + lik,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",metrelik,metrelik,0,0,0
Aydos,Aydos,Aydos,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",Aydos,Aydos,1,1,1
Tepesi,Tepe + si,Tepe + si,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",Tepe + si,Tepe + si,1,1,1
Kayış,Kayış,Kayış,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",Kayış,Kayış,1,1,1
Alemdağ'dır,Alemdağ + 'dır,Alemdağ + dır,İstanbul,"Şehirdeki en yüksek üç nokta sırasıyla 537 metrelik Aydos Tepesi, 438 metrelik Kayış Dağı, 442 metrelik Alemdağ'dır.",Alemdağ + 'dır,Alemdağ + 'dır,0,0,0
Kadıköy,Kadıköy,Kadıköy,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,Kadıköy,Kadıköy,1,1,1
ilçesindeki,ilçe + sindeki,ilçe + sin + deki,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,ilçe + sindeki,ilçe + sindeki,0,0,0
Bağdat,Bağdat,Bağdat,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,Bağdat,Bağdat,1,1,1
Caddesi,Cadde + si,Cadde + si,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,Cadde + si,Cadde + si,1,1,1
genişliği,genişlik + i,geniş + lik + i,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,genişliğ + i,genişliğ + i,0,0,0
uzunluğuyla,uzunluk + uyla,uzun + luı + u + y + la,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,uzunluğ + uyla,uzunluğ + uyla,0,0,0
birçok,birçok,birçok,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,birçok,birçok,1,1,1
alışveriş,alışveriş,al + ış + ver + iş,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,alışveriş,alışveriş,0,0,0
merkezi,merkez + i,merkez + i,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,merkez + i,merkez + i,1,1,1
restoranı,restoran + ı,restoran + ı,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,restoran + ı,restoran + ı,1,1,1
barındırmaktadır,barın + dırmaktadır,barın + dır + mak + ta + dır,İstanbul,Kadıköy ilçesindeki Bağdat Caddesi genişliği ve uzunluğuyla birçok alışveriş merkezi ve restoranı barındırmaktadır.,barın + dırmaktadır,barın + dırmaktadır,0,0,0
Yahudiler,Yahudi + ler,Yahudi + ler,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,Yahudi + ler,Yahudi + ler,1,1,1
Sefarad,Sefarad,Sefarad,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,Sefarad,Sefarad,1,1,1
Yahudileri,Yahudi + leri,Yahudi + ler + i,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,Yahudi + leri,Yahudi + leri,0,0,0
aşkın,aşk + ın,aşk + ın,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,aşk + ın,aşk + ın,1,1,1
süredir,süre + dir,süre + dir,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,süre + dir,süre + dir,1,1,1
şehirde,şehir + de,şehir + de,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,şehir + de,şehir + de,1,1,1
yaşamaktadırlar,yaşa + maktadırlar,yaşa + makta + dır + lar,İstanbul,Yahudiler Sefarad Yahudileri 500 yılı aşkın süredir bu şehirde yaşamaktadırlar.,yaşa + maktadırlar,yaşa + maktadırlar,0,0,0
Kentin,Kent + in,Kent + in,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,Kent + in,Kent + in,1,1,1
silüetini,silüet + ini,silüet + in + i,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,silüet + ini,silüet + ini,0,0,0
bozan,boza + n,boz + an,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,boz + an,boz + an,0,1,1
halkın,halk + ın,halk + ın,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,halk + ın,halk + ın,1,1,1
denizle,deniz + le,deniz + le,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,deniz + le,deniz + le,1,1,1
bağını,bağ + ın + ı,bağ + ın + ı,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,bağ + ını,bağ + ını,1,0,0
koparan,kopar + an,kop + ar + an,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,kop + aran,kopar + an,0,0,0
projeler,proje + ler,proje + ler,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,proje + ler,proje + ler,1,1,1
özellikle,özellik + le,özel + lik + le,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,özellik + le,özellik + le,0,0,0
Ataköy,Ataköy,Ataköy,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,Ataköy,Ataköy,1,1,1
Zeytinburnu'nda,Zeytinburnu + 'nda,Zeytinburnu + n + da,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,Zeytinburnu + 'nda,Zeytinburnu + 'nda,0,0,0
mahkeme,mahkeme,mahkeme,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,mahkeme,mahkeme,1,1,1
kararlarına,karar + larına,karar + lar + ı + n + a,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,karar + larına,karar + larına,0,0,0
rağmen,rağmen,rağmen,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,rağme + n,rağmen,1,0,1
yapılmışlardır,yapıl + mışlardır,yap +ıl + mış + lar + dır,İstanbul,Kentin silüetini bozan ve halkın denizle olan bağını koparan projeler özellikle Ataköy ve Zeytinburnu'nda mahkeme kararlarına rağmen yapılmışlardır.,yap + ılmışlardır,yapıl + mışlardır,0,0,0
Yaklaşık,Yaklaşık,Yaklaş + ık,İstanbul,Yaklaşık olarak %38'lik endüstriyel alana sahiptir.,Yaklaşık,Yaklaşık,0,0,0
endüstriyel,endüstriyel,endüstri + yel,İstanbul,Yaklaşık olarak %38'lik endüstriyel alana sahiptir.,endüstriyel,endüstriyel,0,0,0
alana,alan + a,alan + a,İstanbul,Yaklaşık olarak %38'lik endüstriyel alana sahiptir.,alan + a,alan + a,1,1,1
sahiptir,sahip + tir,sahip + tir,İstanbul,Yaklaşık olarak %38'lik endüstriyel alana sahiptir.,sahip + tir,sahip + tir,1,1,1
yüzyılda,yüzyıl + da,yüzyıl + da,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",yüzyıl + da,yüzyıl + da,1,1,1
kenti,kent + i,kent + i,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",kent + i,kent + i,1,1,1
Romalılar,Romalı + lar,Roma + lı + lar,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",Romalı + lar,Romalı + lar,0,0,0
geçirince,geçir + ince,geç+ ir + ince,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",geçir + ince,geçir + ince,0,0,0
onlar,o + nlar,o + n + lar,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",o + nlar,o + nlar,0,0,0
tarafından,taraf + ından,taraf + ı + n + dan,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",taraf + ından,taraf + ından,0,0,0
Latinceleştirilmiş,Latinceleş + tirilmiş,Latin + ce + leş + tir + il +miş,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",Latinceleştir + ilmiş,Latinceleş + tirilmiş,0,0,0
hâlidir,hâl + idir,hâl + i + dir,İstanbul,"yüzyılda, kenti Romalılar ele geçirince, onlar tarafından Latinceleştirilmiş hâlidir.",hâl + idir,hâl + idir,0,0,0
Genel,Genel,Genel,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",Genel,Genel,1,1,1
günlük,günlük,gün + lük,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",günlük,günlük,0,0,0
tüketimine,tüketim + ine,tüket + im + i + n + e,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",tüketim + ine,tüketim + ine,0,0,0
yönelik,yönelik,yön + el + ik,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",yönelik,yönelik,0,0,0
yapılan,yap + ılan,yap + ıl + an,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",yap + ılan,yap + ılan,0,0,0
üretim,üretim,üret + im,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",üretim,üretim,0,0,0
çiftlik,çiftlik,çift + lik,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",çiftlik,çiftlik,0,0,0
mandıra,mandıra,mandıra,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",mandıra,mandıra,1,1,1
ağıllarda,ağıl + larda,ağıl + lar + da,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",ağıl + larda,ağıl + larda,0,0,0
sığır,sığır,sığır,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",sığır,sığır,1,1,1
besiciliği,besicilik + i,besi + ci + lik + i,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",besiciliğ + i,besiciliğ + i,0,0,0
tavukçuluk,tavukçuluk,tavuk + çu + luk,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",tavukçuluk,tavukçuluk,0,0,0
balıkçılık,balıkçılık,balık + çı + lık,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",balıkçılık,balıkçılık,0,0,0
üzerine,üzer + ine,üzeri + n + e,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",üzer + ine,üzeri + ne,0,0,0
yoğunlaşmıştır,yoğunlaş + mıştır,yoğun + laş + mış + tır,İstanbul,"Genel olarak kentin günlük tüketimine yönelik yapılan bu üretim çiftlik, mandıra ve ağıllarda, sığır besiciliği, tavukçuluk ve balıkçılık üzerine yoğunlaşmıştır.",yoğunlaş + mıştır,yoğunlaş + mıştır,0,0,0
Manganez,Manganez,Manganez,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,Manganez,Manganez,1,1,1
madenleri,maden + leri,maden + ler + i,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,maden + leri,maden + leri,0,0,0
şehrin,şeh + rin,şehr + in,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,şeh + rin,şeh + rin,0,0,0
batısında,batı + sında,batı + sı + n + da,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,batı + sında,batı + sında,0,0,0
Çatalca,Çatalca,Çatalca,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,Çatalca,Çatalca,1,1,1
Silivri,Silivri,Silivri,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,Silivri,Silivri,1,1,1
ilçelerinde,ilçe + lerinde,il + çe + ler + i + n + de,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,ilçe + lerinde,ilçe + lerinde,0,0,0
bulunmaktadır,bulun + maktadır,bul + un + mak + ta + dır,İstanbul,Manganez madenleri şehrin batısında Çatalca ve Silivri ilçelerinde bulunmaktadır.,bul + unmaktadır,bulun + maktadır,0,0,0
Envanterlerde,Envanter + lerde,envanter + ler + de,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",Envanter + lerde,Envanter + lerde,0,0,0
kayıtlı,kayıtlı,kayıt + lı,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",kayıtlı,kayıtlı,0,0,0
